id,title,year,study.num,assumed,file.drawer,data.source,prop.women,video.know,dim.v.dis,dim.pos.v.neg,emo,dur.manip,paq,ini.v.mod,stim,proc,proc.control,proc.aware,w.v.b,es.calc.method,b.treat,b.treat.n,b.treat.m,b.treat.sd,b.treat.se,b.compa,b.compa.n,b.compa.m,b.compa.sd,b.compa.se,b.tval,b.fval,b.pval.df,b.pval,w.n,w.treat,w.treat.m,w.treat.sd,w.treat.se,w.compa,w.compa.m,w.compa.sd,w.compa.se,w.tval,w.pval.df,w.pval,w.fval,es.dir.fpval,es,es.var,se
121,Culture and Emotional Suppression,2011,1,yes,yes,dissertation,0.234375,yes,discrete,NA,disgust,NA,no,modulate,film,suppress-control,yes,yes,between,pval,control,21.33333333,NA,NA,NA,suppress,21.33333333,NA,NA,NA,NA,NA,40.66666667,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,-0.208381325,0.094258861,0.307016059
121,Culture and Emotional Suppression,2011,1,yes,yes,dissertation,0.234375,yes,discrete,NA,sadness,NA,no,modulate,film,suppress-control,yes,yes,between,pval,control,21.33333333,NA,NA,NA,suppress,21.33333333,NA,NA,NA,NA,NA,40.66666667,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,-0.208381325,0.094258861,0.307016059
121,Culture and Emotional Suppression,2011,1,yes,yes,dissertation,0.234375,yes,discrete,NA,happiness,NA,no,modulate,film,suppress-control,yes,yes,between,pval,control,21.33333333,NA,NA,NA,suppress,21.33333333,NA,NA,NA,NA,NA,40.66666667,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,-0.208381325,0.094258861,0.307016059
122,On the activation of sensorimotor systems during the processing of emotionally-laden stimuli,2013,5,no,no,peer-reviewed,0.712121212,no,dimensional,positive,NA,NA,no,initiate,NA,incidental-control,yes,no,within,fval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,pen in teeth,NA,NA,NA,pen in lips,NA,NA,NA,NA,NA,NA,4.99,positive,0.274965563,0.015724288,0.125396524
123,On the activation of sensorimotor systems during the processing of emotionally-laden stimuli,2013,6,no,no,peer-reviewed,0.611940299,no,dimensional,positive,NA,NA,no,initiate,NA,incidental-control,yes,no,within,fval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,pen in teeth,NA,NA,NA,pen in lips,NA,NA,NA,NA,NA,NA,9.47,positive,0.375956492,0.015980174,0.126412712
124,The Influence of Facial Feedback on Race Bias.,2006,1,yes,no,peer-reviewed,NA,no,dimensional,positive,NA,no,no,initiate,NA,incidental-control,yes,no,between,pval,Smiling,22,NA,NA,NA,Control,11,NA,NA,NA,NA,NA,31,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,-0.252024771,0.137326007,0.370575238
125,Emotion regulation and memory: The cognitive costs of keeping one's cool,2000,2,no,no,peer-reviewed,1,no,dimensional,negative,NA,no,no,modulate,pictures,suppress-control,yes,yes,between,mean,No suppression,20,2.8,1.4,NA,Suppression,41,2.3,1.2,NA,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394366701,0.07566504,0.27507279
126,Facial feedback mechanisms in autistic spectrum disorders.,2008,2,no,no,peer-reviewed,NA,no,dimensional,positive,NA,no,no,initiate,NA,NA,no,NA,between,fval,Mimic positive expressions,9.333333333,NA,NA,NA,Do not mimic positive expressions,9.333333333,NA,NA,NA,NA,5.79,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,1.11387355,0.247519133,0.497512947
127,The role of facial response in the experience of emotion,1979,1,yes,no,peer-reviewed,NA,yes,discrete,NA,fear,no,no,initiate,NA,exp.pose-control,yes,yes,between,pval,Fear pose (neutral film),10.25,3.3,NA,NA,Control (neutral film),10.25,2.2,NA,NA,NA,NA,18.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,0.3038998,0.197374514,0.444268516
127,The role of facial response in the experience of emotion,1979,1,yes,no,peer-reviewed,NA,yes,discrete,NA,sadness,no,no,initiate,NA,exp.pose-control,yes,yes,between,pval,Sad pose (neutral film),10.25,1.9,NA,NA,Control (neutral film),10.25,1.4,NA,NA,NA,NA,18.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,0.3038998,0.197374514,0.444268516
127,The role of facial response in the experience of emotion,1979,1,yes,no,peer-reviewed,NA,yes,discrete,NA,fear,no,no,modulate,film,exp.pose-control,yes,yes,between,pval,Fear pose (fear film),10.25,6,NA,NA,Control (fear film),10.25,4.6,NA,NA,NA,NA,18.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,0.3038998,0.197374514,0.444268516
127,The role of facial response in the experience of emotion,1979,1,yes,no,peer-reviewed,NA,yes,discrete,NA,sadness,no,no,modulate,film,exp.pose-control,yes,yes,between,pval,Sad pose (sad film),10.25,8.8,NA,NA,Control (sad film),10.25,8.8,NA,NA,NA,NA,18.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,0.3038998,0.197374514,0.444268516
128,The effects of facial control and facial mimicry on subjective reactions to comedy routines.,1989,1,yes,no,peer-reviewed,0.465753425,no,discrete,NA,happiness,no,no,modulate,film,suppress-control,yes,yes,between,pval,Control,37,NA,NA,NA,Suppress,32,NA,NA,NA,NA,NA,67,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,positive,0.163714342,0.058471247,0.241808286
129,Working memory capacity and the self-regulation of emotional expression and experience.,2008,2,no,no,peer-reviewed,0.62,NA,dimensional,positive,NA,yes,no,modulate,film,suppress-control,yes,yes,between,mean,Control,25,22.92,8.91,NA,Suppress,25,22.15,6.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09894602,0.080097903,0.28301573
130,"Emotional empathy, facial reactions, and facial feedback.",2010,3,no,yes,dissertation,NA,no,NA,NA,NA,yes,yes,NA,film,incidental-suppress,no,NA,within,tval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,Smile pose (low empathy),NA,NA,NA,Sulk pose (low empathy),NA,NA,NA,-0.34,NA,NA,NA,NA,-0.049074773,0.02085842,0.144424444
130,"Emotional empathy, facial reactions, and facial feedback.",2010,3,no,yes,dissertation,NA,no,NA,NA,NA,yes,yes,NA,film,incidental-suppress,no,NA,within,tval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,Smile pose (high empathy),NA,NA,NA,Sulk pose (high empathy),NA,NA,NA,-2.45,NA,NA,NA,NA,-0.35362704,0.022135959,0.148781582
131,"Emotional empathy, facial reactions, and facial feedback.",2010,4,no,yes,dissertation,0.511363636,no,NA,NA,NA,yes,yes,NA,film,exp.pose-exp.pose,no,NA,within,tval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,Smile pose (low empathy),NA,NA,NA,Angry pose (low empathy),NA,NA,NA,3.28,NA,NA,NA,NA,0.494478605,0.025505785,0.159705307
131,"Emotional empathy, facial reactions, and facial feedback.",2010,4,no,yes,dissertation,0.511363636,no,NA,NA,NA,yes,yes,NA,film,exp.pose-exp.pose,no,NA,within,tval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,Smile pose (high empathy),NA,NA,NA,Angry pose (high empathy),NA,NA,NA,2.08,NA,NA,NA,NA,0.313571798,0.023844628,0.154417059
132,INTUITION AND FACIAL FEEDBACK,2010,1,yes,yes,dissertation,0.740740741,no,dimensional,positive,NA,no,no,modulate,pictures,incidental-control,yes,no,between,fval,Positive posing mood rating,53.66666667,NA,NA,NA,Neutral posing mood rating,53.66666667,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,-0.057914051,0.037282705,0.193087299
132,INTUITION AND FACIAL FEEDBACK,2010,1,yes,yes,dissertation,0.740740741,no,NA,NA,NA,no,yes,NA,pictures,incidental-control,yes,no,between,fval,Positive posing cartoon rating,53.66666667,NA,NA,NA,Neutral posing cartoon rating,53.66666667,NA,NA,NA,NA,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,-0.216694536,0.037485822,0.193612557
132,INTUITION AND FACIAL FEEDBACK,2010,1,yes,yes,dissertation,0.740740741,no,dimensional,positive,NA,no,no,modulate,pictures,incidental-suppress,no,NA,between,fval,Positive posing mood rating,53.66666667,NA,NA,NA,Suppressed posing mood rating,53.66666667,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,-0.057914051,0.037282705,0.193087299
132,INTUITION AND FACIAL FEEDBACK,2010,1,yes,yes,dissertation,0.740740741,no,NA,NA,NA,no,yes,NA,pictures,incidental-suppress,no,NA,between,fval,Positive posing cartoon rating,53.66666667,NA,NA,NA,Suppressed posing cartoon rating,53.66666667,NA,NA,NA,NA,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,-0.216694536,0.037485822,0.193612557
133,How the experience of emotion is modulated by facial feedback,NA,1,no,yes,submitted,0.5,no,dimensional,NA,NA,yes,no,modulate,pictures,incidental-incidental,no,NA,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,zygomaticus responding,14.15,20.43,NA,corrugator responding,6.73,22.55,NA,NA,NA,NA,NA,NA,0.344023651,0.033099254,0.181932004
134,How the experience of emotion is modulated by facial feedback,NA,2,no,yes,submitted,0.5,no,dimensional,NA,NA,yes,no,modulate,pictures,incidental-incidental,no,NA,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,zygomaticus responding,16.26,17.69,NA,corrugator responding,12.91,20.46,NA,NA,NA,NA,NA,NA,0.174249995,0.015862211,0.125945271
135,Sven Söderkvist and Ulf Dimberg unpublished data,NA,1,no,yes,in prep,0.5,no,dimensional,NA,NA,yes,no,modulate,pictures,incidental-incidental,no,NA,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,zygomaticus responding,13.95,19.64,NA,corrugator responding,6.98,18.54,NA,NA,NA,NA,NA,NA,0.364658869,0.033327751,0.182558899
136,Face the noise: embodied responses to nonverbal vocalizations of discrete emotions.,2012,4,no,no,peer-reviewed,0.855,no,discrete,NA,disgust,no,no,modulate,audio,suppress-control,yes,yes,between,mean,Control condition,20.5,3,2.71,NA,Disgust suppress,20.5,1.16,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.849225744,0.106355907,0.326122534
137,Dissociable effects of conscious emotion regulation strategies on explicit and implicit memory.,2007,2,yes,no,peer-reviewed,0.5,no,dimensional,negative,NA,no,no,modulate,pictures,suppress-control,yes,yes,within,pval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,control instructions,NA,NA,NA,suppress instructions,NA,NA,NA,NA,35,0.5,NA,positive,0.113594013,0.027956994,0.167203452
138,Experiencing and regulating sadness: Physiological and cognitive effects,2009,1,no,no,peer-reviewed,0.509803922,NA,dimensional,negative,NA,no,no,modulate,film,exaggerate-control,yes,yes,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,exaggerate instructions,2.2,0.82,NA,control instructions,2.23,0.8,NA,NA,NA,NA,NA,NA,-0.037028572,0.009810643,0.099048689
138,Experiencing and regulating sadness: Physiological and cognitive effects,2009,1,no,no,peer-reviewed,0.509803922,NA,discrete,NA,sadness,no,no,modulate,film,exaggerate-control,yes,yes,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,exaggerate instructions,4.96,2.08,NA,control instructions,4.89,2.12,NA,NA,NA,NA,NA,NA,0.033328799,0.009809367,0.099042247
138,Experiencing and regulating sadness: Physiological and cognitive effects,2009,1,no,no,peer-reviewed,0.509803922,NA,dimensional,negative,NA,no,no,modulate,film,suppress-control,yes,yes,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,control instructions,2.23,0.8,NA,suppress instructions,2.23,0.76,NA,NA,NA,NA,NA,NA,0,0.009803922,0.099014754
138,Experiencing and regulating sadness: Physiological and cognitive effects,2009,1,no,no,peer-reviewed,0.509803922,NA,discrete,NA,sadness,no,no,modulate,film,suppress-control,yes,yes,within,mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,control instructions,4.89,2.12,NA,suppress instructions,4.9,1.97,NA,NA,NA,NA,NA,NA,-0.004880139,0.009804038,0.099015344
139,"Facial movement, breathing, temperature, and affect: Implications of the vascular theory of emotion efference.",1997,1,no,no,peer-reviewed,0.5,no,dimensional,negative,NA,no,no,initiate,NA,incidental-incidental,no,NA,within,fval,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,articulating u phoneme,NA,NA,NA,articulating o phoneme,NA,NA,NA,NA,NA,NA,7.51,positive,0.537444094,0.044016272,0.209800553
140,Getting A Grip on Ourselves: Challenging Expectancies About Loss of Energy After Self-Control,2002,1,yes,no,peer-reviewed,0.867924528,no,dimensional,negative,NA,no,no,modulate,film,suppress-control,yes,yes,between,pval,control,16,NA,NA,NA,suppression (not with later expectancy challenge),17,NA,NA,NA,NA,NA,31,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,negative,-0.237720404,0.122179757,0.34954221
